Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,68.650002,69.389999,68.349998,69.389999,50.792873,9987000
2013-01-03,69.440002,69.500000,68.940002,68.949997,50.470795,7741900
2013-01-04,69.010002,69.169998,68.680000,69.089996,50.573296,5853700
2013-01-07,68.919998,68.919998,68.379997,68.620003,50.229240,5269800
2013-01-08,68.519997,68.730003,68.400002,68.510002,50.148739,7362000
2013-01-09,68.769997,69.110001,68.610001,68.879997,50.419563,5762900
2013-01-10,68.980003,69.290001,68.680000,69.269997,50.705044,12855000
2013-01-11,69.300003,69.300003,69.010002,69.220001,50.668446,12193500
2013-01-14,69.309998,69.970001,69.230003,69.629997,50.968555,11570700
2013-01-15,69.160004,69.959999,69.150002,69.879997,51.151550,7563400
2013-01-16,69.419998,69.699997,69.110001,69.339996,51.167797,7061000
2013-01-17,69.559998,69.959999,69.339996,69.669998,51.411308,6263300
2013-01-18,69.690002,70.000000,69.669998,69.940002,51.610546,10610800
2013-01-22,69.860001,69.980003,69.750000,69.949997,51.617935,8313600
2013-01-23,69.839996,70.699997,69.800003,70.690002,52.163994,10588600
2013-01-24,70.680000,70.849998,70.199997,70.419998,51.964748,8877200
2013-01-25,71.750000,73.250000,71.750000,73.250000,54.053074,28760300
2013-01-28,73.730003,74.230003,73.190002,73.769997,54.436802,14010000
2013-01-29,73.550003,75.309998,73.519997,75.000000,55.344460,17576700
2013-01-30,74.750000,75.480003,74.669998,75.080002,55.403496,12677800
2013-01-31,74.830002,75.260002,74.669998,75.160004,55.462524,11661500
2013-02-01,75.300003,75.970001,75.169998,75.919998,56.023346,12204000
2013-02-04,75.690002,75.800003,74.949997,75.250000,55.528915,11086000
2013-02-05,75.440002,76.690002,75.320000,75.699997,55.861004,14851700
2013-02-06,75.320000,76.190002,75.040001,76.150002,56.193073,17015800
2013-02-07,75.980003,76.419998,75.790001,76.150002,56.193073,9897000
2013-02-08,76.150002,76.480003,75.559998,75.750000,55.897911,9130700
2013-02-11,75.410004,75.919998,75.120003,75.809998,55.942184,6928200
2013-02-12,75.959999,76.309998,75.809998,75.980003,56.067635,6281000
2013-02-13,76.010002,76.580002,75.980003,76.559998,56.495625,7113300
2013-02-14,76.300003,76.970001,76.250000,76.779999,56.657967,10049400
2013-02-15,76.720001,76.959999,76.209999,76.540001,56.480862,11165600
2013-02-19,76.559998,77.769997,76.489998,77.379997,57.100719,11783500
2013-02-20,77.269997,77.519997,76.919998,77.080002,56.879341,9275400
2013-02-21,76.279999,77.199997,75.900002,77.040001,56.849827,10305200
2013-02-22,77.050003,77.190002,76.750000,76.989998,56.812939,8433200
2013-02-25,77.070000,77.669998,75.919998,75.919998,56.023346,9970400
2013-02-26,75.989998,76.379997,75.769997,76.080002,56.141430,8378900
2013-02-27,75.949997,76.949997,75.699997,76.750000,56.635830,7567800
2013-02-28,76.660004,76.910004,76.169998,76.180000,56.215202,10466900
2013-03-01,75.699997,76.720001,75.559998,76.489998,56.443981,9599700
2013-03-04,76.250000,76.680000,75.970001,76.680000,56.584171,7631000
2013-03-05,76.779999,77.389999,76.720001,77.050003,56.857216,9716200
2013-03-06,77.010002,77.449997,76.809998,77.199997,56.967918,7194700
2013-03-07,77.220001,77.489998,76.779999,76.900002,56.746517,7111400
2013-03-08,77.010002,77.199997,76.459999,77.180000,56.953144,7252800
2013-03-11,77.019997,77.389999,76.900002,77.349998,57.078583,6621000
2013-03-12,77.190002,77.449997,77.000000,77.169998,56.945755,7016700
2013-03-13,77.070000,77.099998,76.519997,76.800003,56.672741,6340300
2013-03-14,76.870003,77.470001,76.830002,77.389999,57.108101,8079100
2013-03-15,77.080002,77.379997,76.339996,76.339996,56.333271,15237000
2013-03-18,75.900002,76.550003,75.800003,76.160004,56.200478,7081800
2013-03-19,76.139999,77.180000,76.110001,77.110001,56.901478,9326400
2013-03-20,77.290001,77.820000,77.269997,77.580002,57.248314,8615800
2013-03-21,77.419998,77.669998,77.139999,77.209999,56.975281,6319500
2013-03-22,77.180000,77.449997,77.000000,77.269997,57.019554,5868400
2013-03-25,77.269997,77.620003,76.440002,76.680000,56.584171,6843600
2013-03-26,77.019997,77.500000,76.889999,77.400002,57.115475,5386000
2013-03-27,76.980003,77.110001,76.570000,77.059998,56.864582,5274600
2013-03-28,76.949997,77.160004,76.660004,77.059998,56.864582,8016700
2013-04-01,76.849998,77.849998,76.730003,77.699997,57.336864,7266000
2013-04-02,77.839996,79.150002,77.650002,78.959999,58.266632,13373600
2013-04-03,78.879997,79.080002,77.839996,78.120003,57.646782,8426700
2013-04-04,78.320000,78.980003,78.250000,78.540001,57.956718,8770600
2013-04-05,77.879997,78.389999,77.830002,78.230003,57.727943,6562600
2013-04-08,78.120003,78.879997,77.879997,78.790001,58.141209,6284500
2013-04-09,78.820000,78.889999,78.070000,78.260002,57.750088,6760600
2013-04-10,78.489998,79.489998,78.430000,79.239998,58.473255,7947600
2013-04-11,79.370003,80.129997,79.330002,79.669998,58.790577,11831600
2013-04-12,79.510002,80.660004,79.470001,80.080002,59.093117,9383400
2013-04-15,79.790001,80.839996,79.599998,79.650002,58.775806,10877200
2013-04-16,79.830002,80.209999,79.370003,80.099998,59.107872,9365600
2013-04-17,79.980003,80.139999,78.849998,79.059998,58.340424,10964600
2013-04-18,79.089996,80.180000,79.059998,79.870003,58.938171,10896200
2013-04-19,80.370003,81.699997,80.199997,81.430000,60.089321,13147600
2013-04-22,81.309998,81.589996,81.120003,81.400002,60.067200,7530300
2013-04-23,81.459999,82.540001,80.510002,82.540001,60.908413,12684800
2013-04-24,79.489998,79.610001,76.930000,77.120003,57.326973,25708200
2013-04-25,77.669998,77.669998,76.349998,76.580002,56.925571,14702300
2013-04-26,76.720001,77.220001,76.580002,77.099998,57.312111,8769100
2013-04-29,77.559998,77.980003,77.230003,77.680000,57.743252,6638100
2013-04-30,77.860001,77.889999,76.599998,76.769997,57.066788,9653800
2013-05-01,76.830002,77.769997,76.720001,76.989998,57.230335,8388800
2013-05-02,77.389999,78.279999,77.139999,77.760002,57.802715,7288200
2013-05-03,78.099998,78.459999,77.660004,78.190002,58.122360,7884000
2013-05-06,78.029999,78.400002,77.519997,77.750000,57.795280,7204200
2013-05-07,77.980003,78.199997,77.269997,77.940002,57.936497,9574200
2013-05-08,77.900002,78.510002,77.230003,78.440002,58.308212,12067300
2013-05-09,78.570000,78.889999,78.019997,78.209999,58.137218,7189400
2013-05-10,78.410004,78.790001,78.230003,78.760002,58.546062,6162500
2013-05-13,78.510002,78.970001,78.419998,78.589996,58.419697,5420200
2013-05-14,78.930000,79.470001,78.739998,79.470001,59.073837,6867400
2013-05-15,79.470001,81.000000,79.470001,80.680000,59.973309,11154400
2013-05-16,80.489998,80.739998,79.889999,80.199997,59.616478,8065600
2013-05-17,79.910004,80.180000,79.309998,80.019997,59.482674,8549900
2013-05-20,79.980003,79.980003,78.779999,79.089996,58.791355,7307300
2013-05-21,79.169998,79.220001,78.220001,78.800003,58.575794,7377700
2013-05-22,78.839996,79.680000,78.620003,78.820000,58.590656,8873300
2013-05-23,78.269997,79.110001,78.230003,78.699997,58.501442,7141200
2013-05-24,81.879997,82.349998,81.440002,81.879997,60.865303,25580900
2013-05-28,82.050003,82.129997,80.769997,80.860001,60.107086,14372700
2013-05-29,80.160004,80.250000,78.870003,78.900002,58.650169,9992500
2013-05-30,78.900002,79.879997,78.900002,79.089996,58.791355,14761500
2013-05-31,78.790001,78.809998,76.750000,76.760002,57.059368,16461900
2013-06-03,76.870003,77.699997,76.120003,77.660004,57.728374,11720600
2013-06-04,77.709999,78.470001,76.750000,77.370003,57.512821,11379300
2013-06-05,77.080002,77.209999,76.629997,76.660004,56.985031,8826900
2013-06-06,76.559998,76.970001,75.830002,76.820000,57.103966,11099900
2013-06-07,77.440002,78.279999,77.269997,77.750000,57.795280,7839500
2013-06-10,77.690002,78.220001,77.260002,78.070000,58.033154,8966400
2013-06-11,77.680000,78.750000,77.449997,78.120003,58.070316,6781200
2013-06-12,78.639999,78.889999,77.480003,77.599998,57.683777,7834200
2013-06-13,77.540001,78.690002,77.139999,78.430000,58.300743,6927700
2013-06-14,78.489998,78.790001,77.669998,78.029999,58.003410,6825900
2013-06-17,78.260002,79.470001,78.250000,78.959999,58.694725,7359900
2013-06-18,78.949997,79.230003,78.699997,79.040001,58.754211,6051400
2013-06-19,79.050003,79.470001,77.589996,77.610001,57.691227,7424500
2013-06-20,77.209999,77.330002,75.099998,75.250000,55.936890,15555700
2013-06-21,76.250000,77.529999,75.690002,77.430000,57.557415,20055700
2013-06-24,76.949997,77.430000,75.629997,76.580002,56.925571,12563300
