Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,66.099998,70.500000,65.239998,70.449997,58.023151,190800
2013-02-01,70.739998,70.809998,68.000000,69.900002,57.570175,233100
2013-03-01,69.260002,73.500000,69.000000,72.570000,59.769203,109600
2013-04-01,72.349998,73.739998,69.050003,70.940002,58.426727,190000
2013-05-01,71.440002,71.550003,66.000000,66.080002,54.423996,1253700
2013-06-01,65.849998,68.110001,63.450001,65.800003,54.193375,343100
2013-07-01,65.949997,68.400002,64.709999,68.400002,56.334759,1037600
2013-08-01,67.650002,70.849998,65.099998,65.669998,54.086308,396600
2013-09-01,65.300003,70.150002,64.410004,69.809998,57.496044,196600
2013-10-01,69.400002,73.709999,66.599998,72.320000,59.563290,670800
2013-11-01,71.900002,74.360001,71.099998,73.000000,60.123356,428700
2013-12-01,72.309998,73.900002,70.730003,73.500000,60.535164,269000
2014-01-01,72.650002,76.349998,71.800003,72.370003,59.604481,2734500
2014-02-01,73.250000,75.650002,71.449997,75.129997,61.877632,604200
2014-03-01,74.750000,76.199997,72.550003,75.199997,61.935287,496500
2014-04-01,75.199997,77.989998,75.050003,77.000000,63.417782,445700
2014-05-01,77.330002,80.449997,76.599998,78.669998,66.926147,831200
2014-06-01,78.250000,78.760002,76.500000,77.610001,66.024384,757500
2014-07-01,78.220001,78.610001,74.099998,74.330002,63.234028,179800
2014-08-01,72.879997,77.849998,72.750000,77.440002,65.879776,1183900
2014-09-01,77.690002,78.470001,72.639999,73.309998,62.366295,835800
2014-10-01,73.139999,73.459999,68.139999,73.370003,62.417339,993800
2014-11-01,72.620003,75.379997,72.320000,75.110001,63.897591,593600
2014-12-01,75.129997,76.019997,71.309998,73.440002,62.476887,240400
2015-01-01,72.940002,78.309998,70.400002,76.860001,65.386345,726900
2015-02-01,76.430000,79.250000,75.019997,77.919998,66.288109,777500
2015-03-01,77.930000,78.820000,74.379997,75.470001,64.203842,1938800
2015-04-01,75.620003,80.300003,75.320000,77.510002,65.939316,748100
2015-05-01,78.230003,79.300003,76.510002,77.849998,66.228554,496800
2015-06-01,77.290001,77.699997,71.940002,72.120003,61.353931,228800
2015-07-01,72.620003,76.400002,72.050003,75.690002,64.390999,186600
2015-08-01,76.260002,77.389999,71.029999,73.580002,62.595978,280800
2015-09-01,72.599998,77.300003,71.980003,74.949997,63.761467,228200
2015-10-01,75.800003,79.599998,74.699997,76.300003,64.909943,349900
2015-11-01,76.300003,76.709999,72.750000,73.919998,62.885235,277800
2015-12-01,73.989998,76.040001,72.309998,73.889999,62.859711,405300
2016-01-01,73.279999,73.959999,68.879997,73.379997,62.425838,470400
2016-02-01,73.580002,75.419998,69.809998,69.940002,59.499363,372000
2016-03-01,70.900002,75.300003,70.629997,74.559998,63.429684,427100
2016-04-01,73.959999,77.169998,72.739998,74.290001,63.200005,557400
2016-05-01,74.669998,75.389999,72.559998,73.769997,62.757618,269900
2016-06-01,74.410004,77.550003,71.800003,77.190002,65.667091,1952500
2016-07-01,77.930000,80.559998,77.059998,80.180000,68.210739,460000
2016-08-01,80.309998,83.400002,78.620003,79.309998,67.470612,561800
2016-09-01,79.129997,81.839996,78.129997,78.989998,67.198387,446300
2016-10-01,78.849998,79.080002,72.330002,72.389999,61.583626,532500
2016-11-01,73.470001,74.089996,66.199997,67.410004,57.347046,2434400
2016-12-01,66.309998,72.349998,66.000000,71.650002,60.954094,601800
2017-01-01,70.540001,74.089996,70.110001,72.970001,62.077049,429100
2017-02-01,73.500000,74.800003,72.040001,73.650002,62.655540,1025700
2017-03-01,73.089996,78.849998,73.089996,77.000000,65.505447,418000
2017-04-01,77.000000,78.239998,74.209999,77.000000,65.505447,264800
2017-05-01,76.870003,85.980003,76.820000,84.870003,74.434441,1404000
2017-06-01,85.519997,91.199997,82.629997,86.989998,76.293762,685600
2017-07-01,86.919998,87.970001,83.879997,84.250000,73.890671,134900
2017-08-01,84.220001,85.900002,83.599998,84.800003,74.373047,900400
2017-09-01,84.610001,85.550003,82.650002,83.889999,73.574936,309500
2017-10-01,84.169998,87.150002,82.199997,84.139999,73.794197,575000
2017-11-01,83.699997,87.820000,83.330002,85.849998,75.293938,614700
2017-12-01,85.800003,87.040001,83.720001,85.650002,75.118523,208600
2018-01-01,86.419998,87.570000,84.089996,85.949997,75.381630,342900
2018-02-01,86.680000,87.000000,79.540001,79.760002,69.952751,512600
2018-03-01,79.120003,81.190002,77.190002,78.849998,69.154648,717500
2018-04-01,79.500000,80.180000,76.070000,77.480003,67.953110,1178000
2018-05-01,76.830002,78.000000,75.050003,75.660004,68.468262,529200
2018-06-01,75.980003,77.279999,73.430000,76.989998,69.671837,306100
2018-07-01,77.589996,82.449997,77.220001,81.690002,73.925087,198700
2018-08-01,81.110001,84.080002,80.750000,84.010002,76.024567,213100
2018-09-01,82.059998,84.849998,82.029999,83.169998,75.264404,110200
2018-10-01,83.750000,84.720001,78.879997,83.849998,75.879776,707800
2018-11-01,84.989998,85.839996,82.589996,85.489998,77.363884,283300
2018-12-01,85.559998,86.620003,78.570000,81.110001,73.400223,180700
2019-01-01,80.099998,87.550003,79.889999,86.459999,78.241684,661900
2019-02-01,86.660004,91.839996,85.489998,90.349998,81.761925,501900
2019-03-01,90.489998,96.290001,89.879997,95.220001,86.169022,241700
2019-04-01,94.930000,97.000000,93.320000,96.309998,87.155403,791400
2019-05-01,96.150002,99.610001,94.760002,99.040001,89.625916,205900
2019-06-01,100.440002,104.370003,99.739998,103.860001,93.987755,215800
2019-07-01,102.629997,107.120003,101.610001,104.940002,94.965103,202600
2019-08-01,105.290001,113.000000,104.099998,112.309998,101.634552,273500
2019-09-01,112.410004,114.930000,105.800003,108.449997,98.141464,442300
2019-10-01,106.989998,108.970001,103.000000,106.500000,96.376816,337000
2019-11-01,106.970001,107.290001,102.849998,103.540001,93.698181,152500
2019-12-01,103.830002,110.000000,102.750000,108.010002,97.743294,326300
2020-01-01,108.500000,112.959999,105.300003,111.440002,100.847252,389000
2020-02-01,110.809998,112.419998,100.010002,102.860001,93.082809,443500
2020-03-01,104.769997,112.290001,84.199997,103.620003,93.770569,741400
2020-04-01,103.389999,113.800003,99.500000,104.800003,94.838402,1088000
2020-05-01,100.000000,111.959999,100.000000,107.089996,99.447426,381700
2020-06-01,105.000000,114.000000,105.000000,110.500000,102.614067,312700
2020-07-01,110.349998,121.800003,110.349998,118.930000,110.442459,340900
2020-08-01,118.050003,124.250000,116.849998,120.139999,111.566101,141700
2020-09-01,120.349998,122.750000,116.470001,118.849998,110.368156,306700
2020-10-01,119.150002,121.790001,111.150002,112.129997,104.127739,224600
2020-11-01,112.949997,120.000000,110.290001,111.150002,103.217682,608100
2020-12-01,110.900002,121.300003,108.800003,121.260002,112.606178,740000
2021-01-01,118.440002,121.029999,111.989998,112.910004,104.852081,1351900
2021-02-01,115.059998,116.519997,104.320000,104.320000,96.875114,445600
2021-03-01,104.750000,114.000000,104.750000,110.699997,102.799789,573800
2021-04-01,110.050003,121.410004,107.800003,118.750000,110.275299,200800
2021-05-01,119.070000,125.309998,115.550003,123.430000,117.589088,495400
2021-06-01,122.959999,130.000000,121.400002,124.330002,118.446495,209800
2021-07-01,126.199997,128.699997,122.800003,126.900002,120.894882,129100
2021-08-01,128.250000,130.000000,121.800003,126.480003,120.494751,2396500
2021-09-01,125.199997,129.050003,118.000000,119.709999,114.045120,387600
2021-10-01,119.699997,132.350006,117.860001,131.500000,125.277199,157600
2021-11-01,131.199997,136.149994,127.910004,129.000000,122.895500,223800
2021-12-01,130.889999,143.919998,126.230003,136.740005,130.269241,126100
2022-01-01,138.850006,143.460007,123.199997,129.750000,123.610008,323400
2022-02-01,130.800003,133.250000,121.510002,129.750000,123.610008,167900
2022-03-01,129.960007,132.410004,117.010002,127.290001,121.266426,170700
2022-04-01,130.240005,134.000000,127.000000,130.350006,124.181625,126100
2022-05-01,129.149994,131.199997,114.279999,122.400002,119.299217,181400
2022-06-01,121.180000,123.250000,107.000000,113.500000,110.624680,165700
2022-07-01,114.120003,125.000000,113.750000,122.639999,119.533134,232300
2022-08-01,125.000000,125.000000,115.760002,117.059998,114.094490,390800
2022-09-01,116.000000,119.230003,103.750000,108.480003,105.731857,233600
2022-10-01,106.809998,111.870003,102.000000,109.980003,107.193855,292700
