Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,68.650002,69.500000,68.349998,68.620003,50.229259,28852400
2013-01-08,68.519997,69.970001,68.400002,69.629997,50.968555,49744100
2013-01-15,69.160004,70.000000,69.110001,69.940002,51.195488,31498500
2013-01-22,69.860001,74.230003,69.750000,73.769997,54.436798,70549700
2013-01-29,73.550003,75.970001,73.519997,75.250000,55.528938,65206000
2013-02-05,75.440002,76.690002,75.040001,75.809998,55.942181,57823400
2013-02-12,75.959999,76.970001,75.809998,76.540001,56.480869,34609300
2013-02-19,76.559998,77.769997,75.900002,75.919998,56.023350,49767700
2013-02-26,75.989998,76.949997,75.559998,76.680000,56.584160,43644300
2013-03-05,76.779999,77.489998,76.459999,77.349998,57.078587,37896100
2013-03-12,77.190002,77.470001,75.800003,76.160004,56.200466,43754900
2013-03-19,76.139999,77.820000,76.110001,76.680000,56.584160,36973700
2013-03-26,77.019997,77.849998,76.570000,77.699997,57.336861,25943300
2013-04-02,77.839996,79.150002,77.650002,78.790001,58.141205,43418000
2013-04-09,78.820000,80.839996,78.070000,79.650002,58.775806,46800400
2013-04-16,79.830002,81.699997,78.849998,81.400002,60.067169,51904300
2013-04-23,81.459999,82.540001,76.349998,77.680000,57.322098,68502500
2013-04-30,77.860001,78.459999,76.599998,77.750000,57.795296,40419000
2013-05-07,77.980003,78.970001,77.230003,78.589996,58.419678,40413600
2013-05-14,78.930000,81.000000,78.739998,79.089996,58.791363,41944600
2013-05-21,79.169998,82.349998,78.220001,81.879997,60.865299,48973100
2013-05-28,82.050003,82.129997,76.120003,77.660004,57.728386,67309200
2013-06-04,77.709999,78.470001,75.830002,78.070000,58.033169,48112000
2013-06-11,77.680000,79.470001,77.139999,78.959999,58.694729,35728900
2013-06-18,78.949997,79.470001,75.099998,76.580002,56.925579,61650600
2013-06-25,77.099998,78.449997,76.290001,78.019997,57.995995,46531900
2013-07-02,77.949997,79.080002,77.430000,78.760002,58.546059,33974500
2013-07-09,79.070000,81.639999,79.070000,81.510002,60.590267,50115400
2013-07-16,81.320000,81.449997,80.010002,81.220001,60.374687,37055100
2013-07-23,81.220001,81.400002,79.389999,80.089996,59.980644,27091100
2013-07-30,80.489998,82.230003,80.160004,81.400002,60.961758,40305000
2013-08-06,81.300003,82.400002,81.040001,81.620003,61.126495,29298300
2013-08-13,81.779999,81.989998,79.059998,79.589996,59.606201,32930200
2013-08-20,79.720001,80.120003,78.529999,78.540001,58.819851,30442800
2013-08-27,77.870003,78.360001,73.610001,77.889999,58.333046,31060800
2013-09-03,78.269997,78.419998,76.400002,78.160004,58.535248,33005000
2013-09-10,78.500000,80.209999,77.250000,80.160004,60.033104,33051800
2013-09-17,79.959999,80.529999,78.529999,79.279999,59.374020,41438100
2013-09-24,78.970001,79.480003,75.349998,75.589996,56.610542,41493600
2013-10-01,75.519997,76.500000,75.199997,75.650002,56.655479,37208600
2013-10-08,76.389999,78.800003,76.050003,78.739998,58.969620,40657500
2013-10-15,78.379997,79.570000,77.260002,78.970001,59.141865,40863600
2013-10-22,79.309998,81.860001,79.279999,81.300003,61.362915,45481500
2013-10-29,81.459999,82.620003,80.639999,81.330002,61.385532,36022100
2013-11-05,81.129997,83.099998,80.849998,82.260002,62.087475,40505400
2013-11-12,82.230003,84.940002,82.120003,84.570000,63.830975,41535800
2013-11-19,84.309998,85.820000,84.209999,85.410004,64.465012,39999500
2013-11-26,85.199997,85.760002,83.099998,83.339996,62.902615,24468600
2013-12-03,83.300003,84.940002,82.300003,84.779999,63.989487,37111700
2013-12-10,84.410004,84.500000,81.559998,81.690002,61.657269,43628800
2013-12-17,81.790001,82.540001,80.480003,81.309998,61.370430,51754800
2013-12-24,81.330002,82.480003,81.250000,82.000000,61.891232,16397700
2013-12-31,81.830002,82.000000,80.190002,80.639999,60.864727,26880800
2014-01-07,80.709999,81.580002,79.690002,80.010002,60.389229,49260000
2014-01-14,80.059998,81.180000,79.800003,79.879997,60.291103,42262100
2014-01-21,80.589996,81.699997,78.120003,78.470001,59.226891,64898300
2014-01-28,78.669998,79.519997,75.260002,75.699997,57.568398,60235900
2014-02-04,76.000000,78.089996,75.400002,78.029999,59.340321,45828100
2014-02-11,78.099998,79.750000,77.000000,79.400002,60.382183,39733000
2014-02-18,79.480003,79.629997,77.500000,77.860001,59.211037,48693800
