Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,66.099998,66.550003,65.489998,65.900002,54.275738,24300
2013-01-08,65.300003,67.349998,65.239998,66.730003,54.959332,91500
2013-01-15,66.650002,68.349998,66.449997,68.139999,56.120617,28900
2013-01-22,67.900002,69.570000,67.610001,69.570000,57.298382,30900
2013-01-29,70.050003,70.809998,69.599998,69.709999,57.413689,23000
2013-02-05,69.699997,70.550003,69.190002,70.000000,57.652527,34600
2013-02-12,70.160004,70.599998,68.000000,68.580002,56.483009,17600
2013-02-19,69.010002,69.959999,68.699997,69.500000,57.240723,129800
2013-02-26,69.559998,70.239998,69.000000,69.650002,57.364269,74300
2013-03-05,70.699997,71.419998,69.650002,71.419998,58.822056,33600
2013-03-12,71.449997,73.500000,71.349998,72.449997,59.670357,23800
2013-03-19,72.599998,72.849998,71.800003,71.849998,59.176201,11900
2013-03-26,71.599998,72.599998,70.669998,72.500000,59.711548,13700
2013-04-02,73.000000,73.739998,71.599998,72.959999,60.090412,25000
2013-04-09,72.349998,72.849998,70.199997,70.250000,57.858433,68000
2013-04-16,71.150002,71.650002,69.050003,69.599998,57.323093,67100
2013-04-23,70.180000,71.419998,69.550003,71.389999,58.797348,21500
2013-04-30,71.389999,71.440002,70.099998,70.389999,57.973740,18800
2013-05-07,70.330002,71.550003,69.400002,70.099998,57.734890,22900
2013-05-14,70.099998,70.500000,68.750000,69.720001,57.421917,320200
2013-05-21,68.800003,69.250000,67.699997,68.050003,56.046497,521500
2013-05-28,67.779999,68.099998,65.250000,65.550003,53.987484,384100
2013-06-04,67.550003,67.889999,66.349998,67.070000,55.239361,65800
2013-06-11,66.949997,67.870003,66.440002,67.639999,55.708809,42300
2013-06-18,67.639999,68.110001,63.450001,63.759998,52.513222,64400
2013-06-25,63.900002,66.500000,63.450001,66.500000,54.769905,163600
2013-07-02,65.699997,66.000000,64.809998,65.410004,53.872177,74400
2013-07-09,65.190002,67.699997,64.709999,67.400002,55.511150,550500
2013-07-16,67.650002,68.139999,66.690002,67.150002,55.305248,36600
2013-07-23,66.620003,67.389999,66.400002,66.550003,54.811089,295200
2013-07-30,66.919998,69.589996,66.449997,69.139999,56.944229,142100
2013-08-06,70.599998,70.849998,67.239998,67.290001,55.420555,49300
2013-08-13,67.000000,67.599998,66.250000,66.699997,54.934628,113000
2013-08-20,67.400002,68.099998,66.550003,68.099998,56.087677,36000
2013-08-27,67.510002,67.680000,65.099998,65.669998,54.086311,134300
2013-09-03,65.300003,65.599998,64.410004,65.500000,53.946293,81100
2013-09-10,65.860001,67.849998,65.550003,67.050003,55.222889,49100
2013-09-17,67.459999,70.150002,67.000000,69.660004,57.372509,32400
2013-09-24,69.610001,70.099998,69.199997,69.809998,57.496048,34000
2013-10-01,69.400002,69.830002,67.839996,68.010002,56.013550,44700
2013-10-08,68.099998,68.269997,66.599998,67.949997,55.964130,330100
2013-10-15,68.150002,72.099998,67.650002,72.099998,59.382107,163700
2013-10-22,72.000000,73.650002,72.000000,73.190002,60.279831,39600
2013-10-29,73.349998,73.709999,71.419998,72.099998,59.382107,193600
2013-11-05,71.550003,73.500000,71.099998,71.599998,58.970310,62600
2013-11-12,72.150002,74.160004,71.800003,73.599998,60.617519,201200
2013-11-19,74.059998,74.360001,73.000000,73.650002,60.658691,46800
2013-11-26,72.800003,73.430000,72.160004,72.160004,59.431526,28100
2013-12-03,71.949997,73.550003,71.199997,73.349998,60.411617,69500
2013-12-10,73.500000,73.650002,70.849998,71.120003,58.574974,77500
2013-12-17,71.800003,72.500000,70.730003,72.440002,59.662136,70900
2013-12-24,72.300003,73.900002,72.300003,73.900002,60.864597,31800
2013-12-31,73.379997,73.900002,72.150002,72.930000,60.065693,2363300
2014-01-07,73.449997,73.699997,71.949997,73.430000,60.477501,133700
2014-01-14,73.599998,74.949997,73.000000,74.000000,60.946960,82600
2014-01-21,75.879997,76.349998,73.629997,73.629997,60.642223,72900
2014-01-28,74.000000,74.349998,71.800003,72.209999,59.472702,103900
2014-02-04,71.750000,75.510002,71.449997,75.099998,61.852928,95600
2014-02-11,74.349998,74.900002,73.550003,74.110001,61.037560,71100
2014-02-18,74.050003,74.919998,73.500000,74.919998,61.704681,377900
2014-02-25,74.900002,75.650002,74.250000,74.410004,61.284641,52900
2014-03-04,75.050003,76.199997,75.050003,75.629997,62.289444,395500
2014-03-11,75.250000,75.400002,73.449997,73.650002,60.658691,26800
2014-03-18,73.900002,74.540001,72.550003,73.550003,60.576344,42000
2014-03-25,74.129997,75.650002,74.089996,75.199997,61.935295,25400
2014-04-01,75.199997,76.500000,75.050003,75.930000,62.536518,91300
2014-04-08,76.910004,77.989998,75.970001,75.970001,62.569469,125400
2014-04-15,76.199997,76.430000,75.309998,76.199997,64.824875,103700
2014-04-22,76.070000,76.500000,75.370003,76.199997,64.824875,113900
2014-04-29,76.400002,77.699997,76.250000,77.599998,66.015877,320500
2014-05-06,77.500000,78.709999,77.250000,78.709999,66.960182,389300
2014-05-13,78.000000,80.449997,77.809998,79.349998,67.504646,55800
2014-05-20,79.150002,79.400002,77.959999,77.970001,66.330650,28000
2014-05-27,77.650002,78.669998,77.400002,78.139999,66.475266,181700
2014-06-03,78.620003,78.760002,76.500000,76.970001,65.479919,291500
2014-06-10,77.269997,77.699997,76.750000,77.150002,65.633057,177100
2014-06-17,76.940002,78.220001,76.849998,77.739998,66.134979,128800
2014-06-24,78.019997,78.379997,76.500000,77.610001,66.024384,27400
2014-07-01,78.220001,78.610001,77.050003,77.220001,65.692604,21400
2014-07-08,77.160004,77.680000,76.300003,77.559998,65.981857,42500
2014-07-15,77.150002,77.570000,76.500000,76.519997,65.097107,42800
2014-07-22,76.930000,77.500000,76.080002,76.339996,64.943977,39300
2014-07-29,76.000000,76.180000,72.750000,73.220001,62.289734,156500
2014-08-05,73.669998,76.620003,73.250000,75.839996,64.518608,745800
2014-08-12,75.849998,77.400002,75.500000,76.980003,65.488441,168100
2014-08-19,76.870003,77.410004,76.300003,77.000000,65.505447,92800
2014-08-26,77.209999,77.849998,77.000000,77.440002,65.879768,54500
2014-09-02,77.690002,78.470001,76.410004,76.449997,65.037552,361900
2014-09-09,76.519997,76.739998,75.459999,75.610001,64.322960,265300
2014-09-16,75.849998,76.279999,74.500000,74.879997,63.701920,109400
2014-09-23,74.379997,74.410004,72.639999,73.050003,62.145111,41100
2014-09-30,73.169998,73.559998,71.349998,71.900002,61.166782,485800
2014-10-07,71.790001,72.709999,71.279999,71.400002,60.741417,33700
2014-10-14,70.949997,71.440002,68.139999,70.839996,60.265015,305200
2014-10-21,70.860001,72.230003,70.620003,72.190002,61.413490,59100
2014-10-28,72.769997,73.459999,71.980003,72.510002,61.685722,175300
2014-11-04,72.989998,73.300003,72.320000,72.800003,61.932423,329600
2014-11-11,73.260002,74.599998,73.050003,73.949997,62.910755,165500
2014-11-18,74.529999,75.099998,74.050003,74.220001,63.140453,64900
2014-11-25,74.250000,76.019997,74.059998,75.760002,64.450562,34000
2014-12-02,75.540001,75.540001,73.709999,73.839996,62.817162,49400
2014-12-09,74.059998,74.169998,71.309998,71.309998,60.664845,101500
2014-12-16,71.519997,74.190002,71.519997,73.769997,62.757622,74500
2014-12-23,73.949997,74.339996,73.650002,73.849998,62.825680,0
2014-12-30,73.849998,73.849998,70.410004,71.000000,60.401127,75000
2015-01-06,71.040001,72.260002,70.400002,72.050003,61.294380,139600
2015-01-13,72.779999,77.849998,72.160004,76.419998,65.012032,285600
2015-01-20,77.650002,78.220001,75.559998,77.019997,65.522453,182700
2015-01-27,77.550003,78.309998,75.019997,76.639999,65.199196,93800
2015-02-03,76.879997,77.580002,76.379997,76.839996,65.369339,32500
2015-02-10,76.930000,77.349998,75.019997,75.739998,64.433548,256900
2015-02-17,76.349998,77.309998,75.070000,76.709999,65.258736,235900
2015-02-24,77.000000,79.250000,76.820000,77.889999,66.262596,252300
2015-03-03,78.339996,78.540001,76.849998,76.910004,65.428879,552100
2015-03-10,75.940002,76.000000,74.379997,75.290001,64.050728,111700
2015-03-17,75.489998,78.760002,75.260002,78.559998,66.832573,469800
2015-03-24,78.660004,78.820000,75.839996,76.680000,65.233215,755100
2015-03-31,75.470001,77.250000,75.120003,76.610001,65.173676,105100
2015-04-07,77.139999,77.669998,76.459999,76.940002,65.454407,28300
2015-04-14,77.820000,80.300003,77.239998,77.330002,65.786194,82600
2015-04-21,77.629997,78.879997,76.599998,78.120003,66.458267,466800
2015-04-28,77.900002,78.610001,77.269997,78.209999,66.534821,207300
2015-05-05,78.559998,78.610001,77.150002,77.889999,66.262596,68100
2015-05-12,77.540001,79.300003,77.360001,78.080002,66.424225,184900
2015-05-19,78.400002,78.669998,77.709999,77.900002,66.271103,85600
2015-05-26,77.559998,78.300003,76.510002,77.260002,65.726639,26700
2015-06-02,77.150002,77.699997,74.099998,74.540001,63.412678,60000
2015-06-09,74.750000,75.339996,73.410004,74.580002,63.446716,58100
2015-06-16,74.250000,76.250000,74.070000,76.059998,64.705772,53400
2015-06-23,75.370003,75.860001,73.779999,73.779999,62.766136,30100
2015-06-30,73.669998,73.800003,71.940002,73.089996,62.179134,40200
2015-07-07,72.940002,75.699997,72.309998,75.000000,63.804016,87100
2015-07-14,75.769997,76.239998,74.820000,76.099998,64.739799,29300
2015-07-21,76.099998,76.099998,73.809998,73.900002,62.868214,28400
2015-07-28,74.160004,76.519997,74.080002,75.540001,64.263397,32500
2015-08-04,75.889999,76.099998,74.279999,74.839996,63.667885,15600
2015-08-11,74.760002,76.930000,74.120003,76.650002,65.207703,22300
2015-08-18,76.860001,77.389999,71.029999,72.800003,61.932423,104700
2015-08-25,75.550003,75.550003,72.949997,73.580002,62.595989,131600
2015-09-01,72.599998,73.250000,71.980003,72.160004,61.387966,31100
2015-09-08,73.050003,74.360001,72.760002,74.180000,63.106419,31800
2015-09-15,74.919998,77.300003,74.690002,75.699997,64.399513,118300
2015-09-22,74.129997,74.410004,72.250000,73.139999,62.221672,34300
2015-09-29,73.089996,76.879997,72.910004,76.449997,65.037552,51300
2015-10-06,76.739998,78.019997,75.839996,77.669998,66.075432,39000
2015-10-13,78.000000,79.599998,76.830002,76.830002,65.360832,99500
2015-10-20,77.099998,77.559998,76.260002,76.449997,65.037552,45400
2015-10-27,76.309998,77.080002,75.889999,75.940002,64.603683,132300
2015-11-03,75.779999,76.709999,74.260002,74.489998,63.370152,54100
2015-11-10,73.980003,74.879997,72.750000,73.589996,62.604488,98200
2015-11-17,73.839996,75.180000,73.480003,74.139999,63.072388,50500
2015-11-24,73.440002,74.629997,73.389999,73.919998,62.885231,70100
2015-12-01,73.989998,76.040001,73.919998,75.129997,63.914608,41000
2015-12-08,74.830002,75.029999,73.000000,73.000000,62.102577,35200
2015-12-15,73.820000,74.809998,72.589996,72.650002,61.804817,121200
2015-12-22,72.849998,74.930000,72.309998,74.300003,63.208504,182300
2015-12-29,75.489998,76.000000,72.769997,73.320000,62.374798,46800
2016-01-05,73.250000,73.470001,69.809998,70.050003,59.592953,137600
2016-01-12,71.720001,72.279999,69.440002,71.139999,60.520229,25300
2016-01-19,70.760002,71.690002,68.879997,71.070000,60.460682,262100
2016-01-26,71.129997,74.320000,71.129997,74.099998,63.038368,34300
2016-02-02,74.029999,75.419998,72.980003,74.150002,63.080902,27400
2016-02-09,73.349998,74.750000,72.669998,73.730003,62.723598,215300
2016-02-16,74.250000,74.809998,71.040001,71.150002,60.528740,52100
2016-02-23,70.980003,71.300003,69.809998,69.940002,59.499371,67100
2016-03-01,70.900002,72.220001,70.629997,71.889999,61.158264,57900
2016-03-08,71.589996,73.190002,71.309998,72.830002,61.957947,68100
2016-03-15,72.320000,74.290001,72.309998,73.430000,62.468380,121200
2016-03-22,72.690002,73.589996,72.110001,72.739998,61.881382,145200
2016-03-29,73.330002,75.300003,73.330002,74.000000,62.953289,340900
2016-04-05,73.680000,76.000000,73.129997,73.129997,62.213158,36500
2016-04-12,72.860001,75.540001,72.739998,75.260002,64.025200,58900
2016-04-19,76.290001,77.169998,73.800003,74.150002,63.080902,97200
2016-04-26,74.629997,75.389999,74.220001,75.220001,63.991173,73600
2016-05-03,74.790001,74.889999,72.559998,73.440002,62.476891,102600
2016-05-10,74.139999,75.330002,73.900002,74.389999,63.285069,72100
2016-05-17,74.169998,74.690002,72.769997,73.379997,62.425838,40400
2016-05-24,73.639999,75.239998,73.610001,74.599998,63.463718,29000
2016-05-31,74.410004,76.000000,73.620003,75.570000,64.288918,42900
2016-06-07,76.199997,76.720001,72.980003,73.000000,62.102577,42800
2016-06-14,72.949997,74.129997,71.800003,73.559998,62.578979,164900
2016-06-21,74.320000,75.779999,72.320000,73.199997,62.272713,1500700
2016-06-28,75.220001,78.180000,74.379997,77.190002,65.667084,239900
2016-07-05,77.510002,79.400002,77.059998,78.870003,67.096306,293300
2016-07-12,79.040001,79.739998,78.639999,79.320000,67.479126,41500
2016-07-19,78.830002,79.410004,78.570000,79.400002,67.547173,38200
2016-07-26,79.320000,80.559998,78.470001,80.050003,68.100151,67700
2016-08-02,80.089996,80.220001,78.620003,78.669998,66.926147,33500
2016-08-09,79.400002,82.250000,79.089996,81.860001,69.639946,35500
2016-08-16,82.220001,83.400002,80.940002,81.169998,69.052956,304900
2016-08-23,81.269997,81.459999,79.050003,79.790001,67.878960,134600
2016-08-30,79.739998,80.760002,78.940002,79.010002,67.215401,76400
2016-09-06,80.970001,81.839996,79.610001,80.349998,68.355362,47000
2016-09-13,79.699997,79.940002,78.129997,78.529999,66.807053,180000
2016-09-20,79.339996,81.029999,78.440002,78.489998,66.773018,70300
2016-09-27,79.290001,79.970001,78.639999,78.989998,67.198387,121200
2016-10-04,78.199997,78.610001,76.309998,76.940002,65.454407,41700
2016-10-11,76.699997,76.970001,75.169998,75.220001,63.991173,22600
2016-10-18,75.639999,75.930000,72.690002,72.730003,61.872887,215700
2016-10-25,72.330002,73.830002,72.330002,72.389999,61.583630,248600
2016-11-01,73.470001,74.089996,72.360001,72.760002,61.898407,144800
2016-11-08,72.669998,73.260002,67.800003,67.919998,57.780907,1985800
2016-11-15,68.309998,69.000000,67.459999,67.489998,57.415096,237900
2016-11-22,67.000000,68.589996,66.199997,67.540001,57.457638,47800
2016-11-29,67.169998,67.870003,66.000000,67.360001,57.304508,55800
2016-12-06,67.830002,70.000000,67.120003,69.620003,59.227139,75400
2016-12-13,70.639999,71.860001,69.720001,70.879997,60.299042,156500
2016-12-20,70.610001,71.500000,70.599998,71.260002,60.622318,136000
2016-12-27,71.089996,72.349998,70.580002,71.650002,60.954094,196200
2017-01-03,70.540001,73.760002,70.110001,73.760002,62.749115,75000
2017-01-10,72.669998,74.089996,72.669998,73.800003,62.783154,199800
2017-01-17,73.099998,73.730003,72.290001,73.000000,62.102577,50800
2017-01-24,73.190002,73.849998,72.029999,73.010002,62.111076,91400
2017-01-31,72.879997,73.839996,72.459999,73.320000,62.374798,39200
2017-02-07,73.070000,74.800003,72.949997,73.120003,62.204662,589100
2017-02-14,73.110001,73.889999,72.040001,73.599998,62.612999,304500
2017-02-21,72.680000,74.459999,72.500000,73.660004,62.664047,79400
2017-02-28,73.690002,74.459999,73.089996,74.199997,63.123436,241900
2017-03-07,74.070000,75.570000,73.860001,75.410004,64.152809,36700
2017-03-14,75.320000,77.620003,75.320000,77.400002,65.845741,48200
2017-03-21,77.800003,78.849998,77.129997,78.550003,66.824074,52500
2017-03-28,78.070000,78.500000,76.309998,76.440002,65.029045,87600
2017-04-04,76.320000,76.900002,74.209999,74.709999,63.557308,70500
2017-04-11,74.690002,76.529999,74.690002,76.480003,67.076073,27200
2017-04-18,75.949997,77.760002,75.099998,77.230003,67.733841,43600
2017-04-25,76.839996,78.239998,76.709999,76.820000,67.374260,108400
2017-05-02,77.209999,81.320000,77.209999,80.529999,70.628075,152500
2017-05-09,80.000000,82.029999,79.820000,81.540001,71.513893,237500
2017-05-16,82.959999,85.980003,82.430000,85.199997,74.723854,196300
2017-05-23,84.959999,85.320000,83.830002,84.040001,73.706490,786800
2017-05-30,84.500000,86.500000,83.860001,85.629997,75.100983,51500
2017-06-06,86.500000,86.800003,82.849998,83.010002,72.803146,47400
2017-06-13,83.290001,85.919998,82.629997,85.750000,75.206230,21800
2017-06-20,85.820000,88.570000,83.959999,87.790001,76.995392,57300
2017-06-27,87.750000,91.199997,86.919998,86.940002,76.249916,534200
2017-07-04,85.580002,86.000000,84.239998,85.610001,75.083458,20700
2017-07-11,85.040001,87.470001,84.480003,86.599998,75.951721,43000
2017-07-18,87.279999,87.970001,86.470001,86.470001,75.837708,23800
2017-07-25,86.739998,86.910004,83.879997,84.250000,73.890671,43500
2017-08-01,84.220001,85.900002,84.050003,85.629997,75.100983,568700
2017-08-08,85.790001,85.790001,83.809998,84.699997,74.285339,163800
2017-08-15,83.930000,84.669998,83.599998,84.339996,73.969597,33700
2017-08-22,84.620003,85.180000,83.720001,84.209999,73.855583,119200
2017-08-29,84.459999,85.260002,83.910004,84.040001,73.706490,24600
2017-09-05,84.000000,85.550003,84.000000,85.169998,74.697548,30300
2017-09-12,84.669998,85.129997,83.559998,84.370003,73.995926,113100
2017-09-19,84.580002,84.849998,82.650002,83.629997,73.346901,127200
2017-09-26,85.169998,85.330002,83.139999,84.309998,73.943283,173200
2017-10-03,84.800003,85.930000,84.589996,84.870003,74.434441,31000
2017-10-10,85.690002,87.150002,85.570000,86.120003,75.530739,42500
2017-10-17,85.919998,86.500000,83.900002,84.010002,73.680176,37100
2017-10-24,84.010002,84.070000,82.199997,82.959999,72.759285,314000
2017-10-31,83.370003,84.879997,83.370003,84.169998,73.820503,184100
2017-11-07,83.629997,85.010002,83.330002,84.599998,74.197639,90500
2017-11-14,84.349998,85.620003,84.290001,85.070000,74.609833,58500
2017-11-21,85.650002,87.300003,85.500000,86.589996,75.942940,257700
2017-11-28,87.510002,87.820000,85.290001,85.440002,74.934349,52100
2017-12-05,86.070000,87.040001,85.300003,85.540001,75.022041,24800
2017-12-12,85.779999,86.989998,84.489998,85.419998,74.916801,71300
2017-12-19,84.889999,85.150002,83.720001,84.440002,74.057304,43100
2017-12-26,83.900002,86.099998,83.900002,85.650002,75.118515,47700
2018-01-02,86.419998,86.419998,84.709999,85.739998,75.197456,69700
2018-01-09,85.870003,86.250000,84.089996,84.790001,74.364265,30500
2018-01-16,86.000000,86.500000,85.300003,85.949997,75.381638,47000
2018-01-23,86.470001,87.570000,85.449997,85.699997,75.162376,176000
2018-01-30,86.089996,87.000000,82.849998,82.919998,72.724197,143600
2018-02-06,82.550003,83.330002,79.889999,81.900002,71.829628,159700
2018-02-13,82.040001,83.510002,81.190002,81.279999,71.285858,140700
2018-02-20,80.269997,81.900002,79.540001,81.900002,71.829628,72200
2018-02-27,81.370003,81.370003,78.099998,80.029999,70.189560,90500
2018-03-06,80.000000,80.900002,78.550003,80.480003,70.584229,72300
2018-03-13,80.860001,81.190002,79.430000,79.910004,70.084312,329600
2018-03-20,78.970001,79.459999,77.279999,77.750000,68.189903,201200
2018-03-27,77.970001,79.559998,77.190002,78.800003,69.110802,48000
2018-04-03,78.470001,80.000000,77.059998,79.510002,69.733505,162400
2018-04-10,79.730003,80.180000,77.470001,77.510002,67.979416,120400
2018-04-17,77.980003,78.050003,76.290001,76.769997,69.472748,668900
2018-04-24,77.199997,77.949997,76.070000,77.480003,70.115265,218300
2018-05-01,76.830002,77.650002,75.250000,77.260002,69.916176,116700
2018-05-08,76.599998,78.000000,76.330002,77.160004,69.825684,86400
2018-05-15,76.660004,78.000000,76.269997,77.220001,69.879982,32400
2018-05-22,76.889999,77.040001,75.620003,76.580002,69.300812,164100
2018-05-29,76.419998,76.959999,75.050003,76.019997,68.794037,205500
